idx,disyllable,vowels,V1,V2,prefix,infix,suffix,postV1
1,aa, a   a  ,a,a,,,,a
2,aba, a   a  ,a,a,,b,,ba
8,ada, a   a  ,a,a,,d,,da
9,adas, a   a  ,a,a,,d,s,das
13,aga, a   a  ,a,a,,g,,ga
14,agak, a   a  ,a,a,,g,k,gak
15,agar, a   a  ,a,a,,g,r,gar
22,aka, a   a  ,a,a,,k,,ka
23,aka, a   a  ,a,a,,k,,ka
24,akap, a   a  ,a,a,,k,p,kap
25,akar, a   a  ,a,a,,k,r,kar
26,akas, a   a  ,a,a,,k,s,kas
27,akat, a   a  ,a,a,,k,t,kat
39,ama, a   a  ,a,a,,m,,ma
40,ama, a   a  ,a,a,,m,,ma
41,amar, a   a  ,a,a,,m,r,mar
42,amas, a   a  ,a,a,,m,s,mas
48,ana, a   a  ,a,a,,n,,na
49,ana, a   a  ,a,a,,n,,na
52,apa, a   a  ,a,a,,p,,pa
53,apa, a   a  ,a,a,,p,,pa
61,ara, a   a  ,a,a,,r,,ra
62,arap, a   a  ,a,a,,r,p,rap
63,aras, a   a  ,a,a,,r,s,ras
64,arat, a   a  ,a,a,,r,t,rat
73,asa, a   a  ,a,a,,s,,sa
74,asa, a   a  ,a,a,,s,,sa
75,asa, a   a  ,a,a,,s,,sa
76,asan, a   a  ,a,a,,s,n,san
77,asar, a   a  ,a,a,,s,r,sar
89,ata, a   a  ,a,a,,t,,ta
90,ata, a   a  ,a,a,,t,,ta
91,atap, a   a  ,a,a,,t,p,tap
99,awa, a   a  ,a,a,,w,,wa
103,aya, a   a  ,a,a,,y,,ya
110,aza, a   a  ,a,a,,z,,za
111,azar, a   a  ,a,a,,z,r,zar
211,kada, a   a  ,a,a,k,d,,da
219,kagap, a   a  ,a,a,k,g,p,gap
220,kagar, a   a  ,a,a,k,g,r,gar
231,kaka, a   a  ,a,a,k,k,,ka
232,kakar, a   a  ,a,a,k,k,r,kar
233,kakar, a   a  ,a,a,k,k,r,kar
234,kakar, a   a  ,a,a,k,k,r,kar
254,kama, a   a  ,a,a,k,m,,ma
255,kama, a   a  ,a,a,k,m,,ma
267,kana, a   a  ,a,a,k,n,,na
268,kanap, a   a  ,a,a,k,n,p,nap
275,kapa, a   a  ,a,a,k,p,,pa
276,kapa, a   a  ,a,a,k,p,,pa
277,kapa, a   a  ,a,a,k,p,,pa
278,kapar, a   a  ,a,a,k,p,r,par
279,kapas, a   a  ,a,a,k,p,s,pas
294,kara, a   a  ,a,a,k,r,,ra
295,kara, a   a  ,a,a,k,r,,ra
296,kara, a   a  ,a,a,k,r,,ra
297,kara, a   a  ,a,a,k,r,,ra
298,kara, a   a  ,a,a,k,r,,ra
299,kara, a   a  ,a,a,k,r,,ra
300,karas, a   a  ,a,a,k,r,s,ras
310,kasa, a   a  ,a,a,k,s,,sa
311,kasa, a   a  ,a,a,k,s,,sa
312,kasa, a   a  ,a,a,k,s,,sa
321,kata, a   a  ,a,a,k,t,,ta
322,kata, a   a  ,a,a,k,t,,ta
323,kata, a   a  ,a,a,k,t,,ta
324,kata, a   a  ,a,a,k,t,,ta
325,kata, a   a  ,a,a,k,t,,ta
326,kata, a   a  ,a,a,k,t,,ta
327,kata, a   a  ,a,a,k,t,,ta
328,kata, a   a  ,a,a,k,t,,ta
329,kata, a   a  ,a,a,k,t,,ta
330,katap, a   a  ,a,a,k,t,p,tap
331,katar, a   a  ,a,a,k,t,r,tar
336,kawak, a   a  ,a,a,k,w,k,wak
338,kaya, a   a  ,a,a,k,y,,ya
339,kaya, a   a  ,a,a,k,y,,ya
345,kaza, a   a  ,a,a,k,z,,za
346,kazar, a   a  ,a,a,k,z,r,zar
347,kazas, a   a  ,a,a,k,z,s,zas
537,mabar, a   a  ,a,a,m,b,r,bar
541,maga, a   a  ,a,a,m,g,,ga
542,magap, a   a  ,a,a,m,g,p,gap
543,magar, a   a  ,a,a,m,g,r,gar
545,makar, a   a  ,a,a,m,k,r,kar
553,mama, a   a  ,a,a,m,m,,ma
558,mana, a   a  ,a,a,m,n,,na
559,mana, a   a  ,a,a,m,n,,na
560,mana, a   a  ,a,a,m,n,,na
565,mapar, a   a  ,a,a,m,p,r,par
569,mara, a   a  ,a,a,m,r,,ra
577,masar, a   a  ,a,a,m,s,r,sar
584,mata, a   a  ,a,a,m,t,,ta
585,mata, a   a  ,a,a,m,t,,ta
586,mata, a   a  ,a,a,m,t,,ta
596,maya, a   a  ,a,a,m,y,,ya
706,nabar, a   a  ,a,a,n,b,r,bar
712,nada, a   a  ,a,a,n,d,,da
713,nadas, a   a  ,a,a,n,d,s,das
718,naga, a   a  ,a,a,n,g,,ga
719,nagas, a   a  ,a,a,n,g,s,gas
727,naka, a   a  ,a,a,n,k,,ka
733,namar, a   a  ,a,a,n,m,r,mar
742,-nana, a   a  ,a,a,-n,n,,na
743,nana, a   a  ,a,a,n,n,,na
749,napa, a   a  ,a,a,n,p,,pa
750,napa, a   a  ,a,a,n,p,,pa
751,napa, a   a  ,a,a,n,p,,pa
758,nara, a   a  ,a,a,n,r,,ra
759,nara, a   a  ,a,a,n,r,,ra
760,narab, a   a  ,a,a,n,r,b,rab
761,naras, a   a  ,a,a,n,r,s,ras
762,naras, a   a  ,a,a,n,r,s,ras
771,nayam, a   a  ,a,a,n,y,m,yam
879,pada, a   a  ,a,a,p,d,,da
880,pada, a   a  ,a,a,p,d,,da
881,pagas, a   a  ,a,a,p,g,s,gas
883,paka, a   a  ,a,a,p,k,,ka
884,paka, a   a  ,a,a,p,k,,ka
885,pakar, a   a  ,a,a,p,k,r,kar
888,pama, a   a  ,a,a,p,m,,ma
890,pana, a   a  ,a,a,p,n,,na
891,pana, a   a  ,a,a,p,n,,na
892,panar, a   a  ,a,a,p,n,r,nar
893,panat, a   a  ,a,a,p,n,t,nat
897,papa, a   a  ,a,a,p,p,,pa
903,para, a   a  ,a,a,p,r,,ra
904,para, a   a  ,a,a,p,r,,ra
905,parap, a   a  ,a,a,p,r,p,rap
910,pasa, a   a  ,a,a,p,s,,sa
911,pasam, a   a  ,a,a,p,s,m,sam
918,pata, a   a  ,a,a,p,t,,ta
919,pata, a   a  ,a,a,p,t,,ta
920,pata, a   a  ,a,a,p,t,,ta
921,pata, a   a  ,a,a,p,t,,ta
922,pata, a   a  ,a,a,p,t,,ta
923,pata, a   a  ,a,a,p,t,,ta
924,patar, a   a  ,a,a,p,t,r,tar
925,patas, a   a  ,a,a,p,t,s,tas
930,paya, a   a  ,a,a,p,y,,ya
931,paya, a   a  ,a,a,p,y,,ya
932,payas, a   a  ,a,a,p,y,s,yas
1034,sada, a   a  ,a,a,s,d,,da
1035,sada, a   a  ,a,a,s,d,,da
1036,sada, a   a  ,a,a,s,d,,da
1037,sadam, a   a  ,a,a,s,d,m,dam
1041,sagar, a   a  ,a,a,s,g,r,gar
1044,saka, a   a  ,a,a,s,k,,ka
1045,saka, a   a  ,a,a,s,k,,ka
1046,saka, a   a  ,a,a,s,k,,ka
1047,saka, a   a  ,a,a,s,k,,ka
1048,saka, a   a  ,a,a,s,k,,ka
1049,saka, a   a  ,a,a,s,k,,ka
1050,saka, a   a  ,a,a,s,k,,ka
1051,sakap, a   a  ,a,a,s,k,p,kap
1052,sakar, a   a  ,a,a,s,k,r,kar
1053,sakar, a   a  ,a,a,s,k,r,kar
1070,sama, a   a  ,a,a,s,m,,ma
1071,samas, a   a  ,a,a,s,m,s,mas
1077,sana, a   a  ,a,a,s,n,,na
1084,sapa, a   a  ,a,a,s,p,,pa
1085,sapa, a   a  ,a,a,s,p,,pa
1086,sapa, a   a  ,a,a,s,p,,pa
1087,sapar, a   a  ,a,a,s,p,r,par
1093,sara, a   a  ,a,a,s,r,,ra
1094,sarap, a   a  ,a,a,s,r,p,rap
1095,saras, a   a  ,a,a,s,r,s,ras
1097,sasa, a   a  ,a,a,s,s,,sa
1098,sasa, a   a  ,a,a,s,s,,sa
1099,sasa, a   a  ,a,a,s,s,,sa
1100,sasak, a   a  ,a,a,s,s,k,sak
1101,sasap, a   a  ,a,a,s,s,p,sap
1110,sawag, a   a  ,a,a,s,w,g,wag
1111,sawak, a   a  ,a,a,s,w,k,wak
1114,saya, a   a  ,a,a,s,y,,ya
1115,saya, a   a  ,a,a,s,y,,ya
1116,saya, a   a  ,a,a,s,y,,ya
1117,saya, a   a  ,a,a,s,y,,ya
1118,sayag, a   a  ,a,a,s,y,g,yag
1119,sayak, a   a  ,a,a,s,y,k,yak
1120,sayar, a   a  ,a,a,s,y,r,yar
1124,sazak, a   a  ,a,a,s,z,k,zak
1280,tabar, a   a  ,a,a,t,b,r,bar
1285,tada, a   a  ,a,a,t,d,,da
1286,tada, a   a  ,a,a,t,d,,da
1287,tadak, a   a  ,a,a,t,d,k,dak
1293,tagap, a   a  ,a,a,t,g,p,gap
1300,taka, a   a  ,a,a,t,k,,ka
1301,taka, a   a  ,a,a,t,k,,ka
1302,taka, a   a  ,a,a,t,k,,ka
1303,taka, a   a  ,a,a,t,k,,ka
1304,takar, a   a  ,a,a,t,k,r,kar
1313,tama, a   a  ,a,a,t,m,,ma
1314,tama, a   a  ,a,a,t,m,,ma
1315,tama, a   a  ,a,a,t,m,,ma
1316,tamap, a   a  ,a,a,t,m,p,map
1317,tamar, a   a  ,a,a,t,m,r,mar
1323,tana, a   a  ,a,a,t,n,,na
1324,tana, a   a  ,a,a,t,n,,na
1328,tapa, a   a  ,a,a,t,p,,pa
1334,tarap, a   a  ,a,a,t,r,p,rap
1340,tata, a   a  ,a,a,t,t,,ta
1341,tata, a   a  ,a,a,t,t,,ta
1342,tatak, a   a  ,a,a,t,t,k,tak
1351,tawa, a   a  ,a,a,t,w,,wa
1352,tawam, a   a  ,a,a,t,w,m,wam
1566,wada, a   a  ,a,a,w,d,,da
1567,waka, a   a  ,a,a,w,k,,ka
1568,waka, a   a  ,a,a,w,k,,ka
1569,wakas, a   a  ,a,a,w,k,s,kas
1574,wana, a   a  ,a,a,w,n,,na
1577,wara, a   a  ,a,a,w,r,,ra
1581,wasa, a   a  ,a,a,w,s,,sa
1587,wata, a   a  ,a,a,w,t,,ta
1588,wata, a   a  ,a,a,w,t,,ta
1589,wata, a   a  ,a,a,w,t,,ta
1590,watar, a   a  ,a,a,w,t,r,tar
1591,watas, a   a  ,a,a,w,t,s,tas
1592,waya, a   a  ,a,a,w,y,,ya
1593,waza, a   a  ,a,a,w,z,,za
1640,yama, a   a  ,a,a,y,m,,ma
1643,yana, a   a  ,a,a,y,n,,na
1646,yapas, a   a  ,a,a,y,p,s,pas
1649,yara, a   a  ,a,a,y,r,,ra
1650,yara, a   a  ,a,a,y,r,,ra
1656,yata, a   a  ,a,a,y,t,,ta
1658,yaya, a   a  ,a,a,y,y,,ya
3,abe, a   e  ,a,e,,b,,be
4,abe, a   e  ,a,e,,b,,be
16,age, a   e  ,a,e,,g,,ge
17,age, a   e  ,a,e,,g,,ge
28,ake, a   e  ,a,e,,k,,ke
29,ake, a   e  ,a,e,,k,,ke
30,ake, a   e  ,a,e,,k,,ke
31,ake, a   e  ,a,e,,k,,ke
43,ame, a   e  ,a,e,,m,,me
54,ape, a   e  ,a,e,,p,,pe
55,ape, a   e  ,a,e,,p,,pe
56,apek, a   e  ,a,e,,p,k,pek
65,are, a   e  ,a,e,,r,,re
66,are, a   e  ,a,e,,r,,re
67,are, a   e  ,a,e,,r,,re
68,are, a   e  ,a,e,,r,,re
78,ase, a   e  ,a,e,,s,,se
79,ase, a   e  ,a,e,,s,,se
80,ase, a   e  ,a,e,,s,,se
92,ate, a   e  ,a,e,,t,,te
93,ate, a   e  ,a,e,,t,,te
104,aye, a   e  ,a,e,,y,,ye
112,aze, a   e  ,a,e,,z,,ze
113,aze, a   e  ,a,e,,z,,ze
115,bane, a   e  ,a,e,b,n,,ne
126,gane, a   e  ,a,e,g,n,,ne
128,gape, a   e  ,a,e,g,p,,pe
208,kabe, a   e  ,a,e,k,b,,be
221,kage, a   e  ,a,e,k,g,,ge
222,kage, a   e  ,a,e,k,g,,ge
235,kake, a   e  ,a,e,k,k,,ke
236,kake, a   e  ,a,e,k,k,,ke
237,kake, a   e  ,a,e,k,k,,ke
238,kaker, a   e  ,a,e,k,k,r,ker
256,kame, a   e  ,a,e,k,m,,me
257,kame, a   e  ,a,e,k,m,,me
269,kane, a   e  ,a,e,k,n,,ne
270,kane, a   e  ,a,e,k,n,,ne
271,kane, a   e  ,a,e,k,n,,ne
272,kane, a   e  ,a,e,k,n,,ne
273,kane, a   e  ,a,e,k,n,,ne
280,kape, a   e  ,a,e,k,p,,pe
281,kape, a   e  ,a,e,k,p,,pe
282,kape, a   e  ,a,e,k,p,,pe
283,kaper, a   e  ,a,e,k,p,r,per
301,kare, a   e  ,a,e,k,r,,re
302,kare, a   e  ,a,e,k,r,,re
303,kare, a   e  ,a,e,k,r,,re
304,kare, a   e  ,a,e,k,r,,re
313,kase, a   e  ,a,e,k,s,,se
332,kate, a   e  ,a,e,k,t,,te
333,kate, a   e  ,a,e,k,t,,te
340,kaye, a   e  ,a,e,k,y,,ye
348,kaze, a   e  ,a,e,k,z,,ze
538,made, a   e  ,a,e,m,d,,de
544,mage, a   e  ,a,e,m,g,,ge
546,make, a   e  ,a,e,m,k,,ke
547,make, a   e  ,a,e,m,k,,ke
548,make, a   e  ,a,e,m,k,,ke
549,make, a   e  ,a,e,m,k,,ke
554,mame, a   e  ,a,e,m,m,,me
561,mane, a   e  ,a,e,m,n,,ne
562,mane, a   e  ,a,e,m,n,,ne
563,manek, a   e  ,a,e,m,n,k,nek
570,mare, a   e  ,a,e,m,r,,re
578,mase, a   e  ,a,e,m,s,,se
707,nabe, a   e  ,a,e,n,b,,be
708,nabe, a   e  ,a,e,n,b,,be
709,nabe, a   e  ,a,e,n,b,,be
714,nade, a   e  ,a,e,n,d,,de
720,nage, a   e  ,a,e,n,g,,ge
721,nagek, a   e  ,a,e,n,g,k,gek
728,nake, a   e  ,a,e,n,k,,ke
734,name, a   e  ,a,e,n,m,,me
735,name, a   e  ,a,e,n,m,,me
744,nane, a   e  ,a,e,n,n,,ne
752,nape, a   e  ,a,e,n,p,,pe
753,nape, a   e  ,a,e,n,p,,pe
754,nape, a   e  ,a,e,n,p,,pe
755,nape, a   e  ,a,e,n,p,,pe
763,nare, a   e  ,a,e,n,r,,re
764,nare, a   e  ,a,e,n,r,,re
766,nase, a   e  ,a,e,n,s,,se
886,pake, a   e  ,a,e,p,k,,ke
889,pame, a   e  ,a,e,p,m,,me
894,pane, a   e  ,a,e,p,n,,ne
895,pane, a   e  ,a,e,p,n,,ne
898,pape, a   e  ,a,e,p,p,,pe
899,pape, a   e  ,a,e,p,p,,pe
906,pare, a   e  ,a,e,p,r,,re
907,pare, a   e  ,a,e,p,r,,re
912,pase, a   e  ,a,e,p,s,,se
926,pate, a   e  ,a,e,p,t,,te
933,paye, a   e  ,a,e,p,y,,ye
1038,sade, a   e  ,a,e,s,d,,de
1039,sade, a   e  ,a,e,s,d,,de
1054,sake, a   e  ,a,e,s,k,,ke
1055,sake, a   e  ,a,e,s,k,,ke
1056,sake, a   e  ,a,e,s,k,,ke
1057,sake, a   e  ,a,e,s,k,,ke
1058,sake, a   e  ,a,e,s,k,,ke
1072,same, a   e  ,a,e,s,m,,me
1073,same, a   e  ,a,e,s,m,,me
1074,same, a   e  ,a,e,s,m,,me
1078,sane, a   e  ,a,e,s,n,,ne
1079,sane, a   e  ,a,e,s,n,,ne
1080,sane, a   e  ,a,e,s,n,,ne
1088,sape, a   e  ,a,e,s,p,,pe
1089,sape, a   e  ,a,e,s,p,,pe
1105,sate, a   e  ,a,e,s,t,,te
1106,sate, a   e  ,a,e,s,t,,te
1121,saye, a   e  ,a,e,s,y,,ye
1122,saye, a   e  ,a,e,s,y,,ye
1288,tade, a   e  ,a,e,t,d,,de
1294,tage, a   e  ,a,e,t,g,,ge
1305,take, a   e  ,a,e,t,k,,ke
1306,take, a   e  ,a,e,t,k,,ke
1318,tame, a   e  ,a,e,t,m,,me
1319,tame, a   e  ,a,e,t,m,,me
1325,tane, a   e  ,a,e,t,n,,ne
1329,tape, a   e  ,a,e,t,p,,pe
1330,tape, a   e  ,a,e,t,p,,pe
1331,tape, a   e  ,a,e,t,p,,pe
1335,tare, a   e  ,a,e,t,r,,re
1336,tare, a   e  ,a,e,t,r,,re
1343,tate, a   e  ,a,e,t,t,,te
1344,tate, a   e  ,a,e,t,t,,te
1345,tate, a   e  ,a,e,t,t,,te
1355,taye, a   e  ,a,e,t,y,,ye
1570,wake, a   e  ,a,e,w,k,,ke
1571,wake, a   e  ,a,e,w,k,,ke
1578,ware, a   e  ,a,e,w,r,,re
1579,ware, a   e  ,a,e,w,r,,re
1582,wase, a   e  ,a,e,w,s,,se
1634,yade, a   e  ,a,e,y,d,,de
1639,yake, a   e  ,a,e,y,k,,ke
1641,yame, a   e  ,a,e,y,m,,me
1644,yane, a   e  ,a,e,y,n,,ne
1651,yare, a   e  ,a,e,y,r,,re
1652,yase, a   e  ,a,e,y,s,,se
5,abik, a   i  ,a,i,,b,k,bik
10,adi, a   i  ,a,i,,d,,di
18,agi, a   i  ,a,i,,g,,gi
32,aki, a   i  ,a,i,,k,,ki
33,aki, a   i  ,a,i,,k,,ki
34,aki, a   i  ,a,i,,k,,ki
35,aki, a   i  ,a,i,,k,,ki
44,ami, a   i  ,a,i,,m,,mi
50,ani, a   i  ,a,i,,n,,ni
57,api, a   i  ,a,i,,p,,pi
58,api, a   i  ,a,i,,p,,pi
69,ari, a   i  ,a,i,,r,,ri
70,ari, a   i  ,a,i,,r,,ri
71,ari, a   i  ,a,i,,r,,ri
81,asi, a   i  ,a,i,,s,,si
82,asi, a   i  ,a,i,,s,,si
83,asi, a   i  ,a,i,,s,,si
100,awi, a   i  ,a,i,,w,,wi
117,dani, a   i  ,a,i,d,n,,ni
118,dati, a   i  ,a,i,d,t,,ti
127,gani, a   i  ,a,i,g,n,,ni
130,gari, a   i  ,a,i,g,r,,ri
212,kadi, a   i  ,a,i,k,d,,di
223,kagi, a   i  ,a,i,k,g,,gi
224,kagir, a   i  ,a,i,k,g,r,gir
225,kagir, a   i  ,a,i,k,g,r,gir
230,kai, a   i  ,a,i,k,,,i
239,kaki, a   i  ,a,i,k,k,,ki
240,kaki, a   i  ,a,i,k,k,,ki
241,kaki, a   i  ,a,i,k,k,,ki
242,kaki, a   i  ,a,i,k,k,,ki
258,kami, a   i  ,a,i,k,m,,mi
259,kami, a   i  ,a,i,k,m,,mi
260,kami, a   i  ,a,i,k,m,,mi
261,kami, a   i  ,a,i,k,m,,mi
274,kani, a   i  ,a,i,k,n,,ni
284,kapi, a   i  ,a,i,k,p,,pi
285,kapi, a   i  ,a,i,k,p,,pi
286,kapi, a   i  ,a,i,k,p,,pi
287,kapi, a   i  ,a,i,k,p,,pi
288,kapir, a   i  ,a,i,k,p,r,pir
305,kari, a   i  ,a,i,k,r,,ri
306,kari, a   i  ,a,i,k,r,,ri
307,kari, a   i  ,a,i,k,r,,ri
308,kari, a   i  ,a,i,k,r,,ri
314,kasi, a   i  ,a,i,k,s,,si
315,kasi, a   i  ,a,i,k,s,,si
316,kasi, a   i  ,a,i,k,s,,si
317,kasi, a   i  ,a,i,k,s,,si
318,kasik, a   i  ,a,i,k,s,k,sik
334,kati, a   i  ,a,i,k,t,,ti
555,mami, a   i  ,a,i,m,m,,mi
566,mapi, a   i  ,a,i,m,p,,pi
571,mari, a   i  ,a,i,m,r,,ri
579,-masi-, a   i  ,a,i,-m,s,-,si-
580,masi, a   i  ,a,i,m,s,,si
593,mawi, a   i  ,a,i,m,w,,wi
594,mawir, a   i  ,a,i,m,w,r,wir
601,mazir, a   i  ,a,i,m,z,r,zir
710,nabik, a   i  ,a,i,n,b,k,bik
722,nagi, a   i  ,a,i,n,g,,gi
729,naki, a   i  ,a,i,n,k,,ki
736,nami, a   i  ,a,i,n,m,,mi
737,nami, a   i  ,a,i,n,m,,mi
745,-nani, a   i  ,a,i,-n,n,,ni
746,nani, a   i  ,a,i,n,n,,ni
765,nari, a   i  ,a,i,n,r,,ri
767,nasi, a   i  ,a,i,n,s,,si
770,nawi, a   i  ,a,i,n,w,,wi
896,pani, a   i  ,a,i,p,n,,ni
908,pari, a   i  ,a,i,p,r,,ri
913,pasi, a   i  ,a,i,p,s,,si
914,pasi, a   i  ,a,i,p,s,,si
915,pasi, a   i  ,a,i,p,s,,si
916,pasi, a   i  ,a,i,p,s,,si
917,pasir, a   i  ,a,i,p,s,r,sir
934,pazi, a   i  ,a,i,p,z,,zi
935,pazik, a   i  ,a,i,p,z,k,zik
1031,rasi, a   i  ,a,i,r,s,,si
1042,sagi, a   i  ,a,i,s,g,,gi
1059,saki, a   i  ,a,i,s,k,,ki
1060,saki, a   i  ,a,i,s,k,,ki
1061,saki, a   i  ,a,i,s,k,,ki
1062,saki, a   i  ,a,i,s,k,,ki
1063,saki, a   i  ,a,i,s,k,,ki
1075,sami, a   i  ,a,i,s,m,,mi
1090,sapi, a   i  ,a,i,s,p,,pi
1102,sasi, a   i  ,a,i,s,s,,si
1103,sasi, a   i  ,a,i,s,s,,si
1112,sawi, a   i  ,a,i,s,w,,wi
1281,tabi, a   i  ,a,i,t,b,,bi
1282,tabi, a   i  ,a,i,t,b,,bi
1295,tagi, a   i  ,a,i,t,g,,gi
1296,tagi, a   i  ,a,i,t,g,,gi
1297,tagit, a   i  ,a,i,t,g,t,git
1307,taki, a   i  ,a,i,t,k,,ki
1308,taki, a   i  ,a,i,t,k,,ki
1320,tami, a   i  ,a,i,t,m,,mi
1326,tani, a   i  ,a,i,t,n,,ni
1332,tapi, a   i  ,a,i,t,p,,pi
1338,tasi, a   i  ,a,i,t,s,,si
1339,tasi, a   i  ,a,i,t,s,,si
1346,tati, a   i  ,a,i,t,t,,ti
1347,tati, a   i  ,a,i,t,t,,ti
1348,tati, a   i  ,a,i,t,t,,ti
1349,tati, a   i  ,a,i,t,t,,ti
1353,tawi, a   i  ,a,i,t,w,,wi
1572,waki, a   i  ,a,i,w,k,,ki
1575,wani, a   i  ,a,i,w,n,,ni
1583,wasi, a   i  ,a,i,w,s,,si
1584,wasi, a   i  ,a,i,w,s,,si
1585,wasir, a   i  ,a,i,w,s,r,sir
1657,yati, a   i  ,a,i,y,t,,ti
11,ado, a   o  ,a,o,,d,,do
45,amo, a   o  ,a,o,,m,,mo
59,apo, a   o  ,a,o,,p,,po
84,aso, a   o  ,a,o,,s,,so
85,asob, a   o  ,a,o,,s,b,sob
94,ato, a   o  ,a,o,,t,,to
95,ato, a   o  ,a,o,,t,,to
101,awo, a   o  ,a,o,,w,,wo
102,awo, a   o  ,a,o,,w,,wo
226,kago, a   o  ,a,o,k,g,,go
243,kako, a   o  ,a,o,k,k,,ko
262,kamo, a   o  ,a,o,k,m,,mo
263,kamo, a   o  ,a,o,k,m,,mo
289,kapo, a   o  ,a,o,k,p,,po
337,kawor, a   o  ,a,o,k,w,r,wor
341,kayor, a   o  ,a,o,k,y,r,yor
510,kwaso, a   o  ,a,o,kw,s,,so
556,mamor, a   o  ,a,o,m,m,r,mor
572,maro, a   o  ,a,o,m,r,,ro
573,maro, a   o  ,a,o,m,r,,ro
574,maro, a   o  ,a,o,m,r,,ro
575,marob, a   o  ,a,o,m,r,b,rob
581,maso, a   o  ,a,o,m,s,,so
595,mawos, a   o  ,a,o,m,w,s,wos
715,nado, a   o  ,a,o,n,d,,do
738,namo, a   o  ,a,o,n,m,,mo
747,nanor, a   o  ,a,o,n,n,r,nor
756,napo, a   o  ,a,o,n,p,,po
757,napo, a   o  ,a,o,n,p,,po
774,na…so, a   o  ,a,o,n,…s,,…so
1091,sapo, a   o  ,a,o,s,p,,po
1107,sato, a   o  ,a,o,s,t,,to
1113,sawo, a   o  ,a,o,s,w,,wo
1289,tado, a   o  ,a,o,t,d,,do
1327,tanom, a   o  ,a,o,t,n,m,nom
1354,tawor, a   o  ,a,o,t,w,r,wor
1580,waro, a   o  ,a,o,w,r,,ro
1635,yado, a   o  ,a,o,y,d,,do
1636,yador, a   o  ,a,o,y,d,r,dor
6,abur, a   u  ,a,u,,b,r,bur
7,abus, a   u  ,a,u,,b,s,bus
36,aku, a   u  ,a,u,,k,,ku
46,amu, a   u  ,a,u,,m,,mu
47,amus, a   u  ,a,u,,m,s,mus
60,apug, a   u  ,a,u,,p,g,pug
72,aruk, a   u  ,a,u,,r,k,ruk
86,asu, a   u  ,a,u,,s,,su
96,atu, a   u  ,a,u,,t,,tu
105,ayu, a   u  ,a,u,,y,,yu
106,ayu, a   u  ,a,u,,y,,yu
107,ayu, a   u  ,a,u,,y,,yu
108,ayum, a   u  ,a,u,,y,m,yum
114,azu, a   u  ,a,u,,z,,zu
209,kabu, a   u  ,a,u,k,b,,bu
210,kabus, a   u  ,a,u,k,b,s,bus
213,kadu, a   u  ,a,u,k,d,,du
214,kadu, a   u  ,a,u,k,d,,du
215,kaduk, a   u  ,a,u,k,d,k,duk
216,kadus, a   u  ,a,u,k,d,s,dus
227,kagu, a   u  ,a,u,k,g,,gu
244,kaku, a   u  ,a,u,k,k,,ku
245,kaku, a   u  ,a,u,k,k,,ku
246,kakum, a   u  ,a,u,k,k,m,kum
247,kakur, a   u  ,a,u,k,k,r,kur
248,kakus, a   u  ,a,u,k,k,s,kus
264,kamu, a   u  ,a,u,k,m,,mu
309,karu, a   u  ,a,u,k,r,,ru
319,kasu, a   u  ,a,u,k,s,,su
320,kasum, a   u  ,a,u,k,s,m,sum
335,katu, a   u  ,a,u,k,t,,tu
342,kayu, a   u  ,a,u,k,y,,yu
343,kayup, a   u  ,a,u,k,y,p,yup
349,kazu, a   u  ,a,u,k,z,,zu
539,madu, a   u  ,a,u,m,d,,du
550,makur, a   u  ,a,u,m,k,r,kur
576,maru, a   u  ,a,u,m,r,,ru
587,matu, a   u  ,a,u,m,t,,tu
588,matur, a   u  ,a,u,m,t,r,tur
589,matur, a   u  ,a,u,m,t,r,tur
592,maus, a   u  ,a,u,m,,s,us
597,mayup, a   u  ,a,u,m,y,p,yup
711,nabur, a   u  ,a,u,n,b,r,bur
716,nadu, a   u  ,a,u,n,d,,du
717,nadum, a   u  ,a,u,n,d,m,dum
739,namu, a   u  ,a,u,n,m,,mu
748,nanu, a   u  ,a,u,n,n,,nu
768,natu, a   u  ,a,u,n,t,,tu
769,natuk, a   u  ,a,u,n,t,k,tuk
772,nayu, a   u  ,a,u,n,y,,yu
877,pabuk, a   u  ,a,u,p,b,k,buk
878,pabur, a   u  ,a,u,p,b,r,bur
900,papuk, a   u  ,a,u,p,p,k,puk
901,papur, a   u  ,a,u,p,p,r,pur
902,papur, a   u  ,a,u,p,p,r,pur
909,paru, a   u  ,a,u,p,r,,ru
927,patu, a   u  ,a,u,p,t,,tu
928,patur, a   u  ,a,u,p,t,r,tur
936,pazu, a   u  ,a,u,p,z,,zu
1043,sagur, a   u  ,a,u,s,g,r,gur
1064,saku, a   u  ,a,u,s,k,,ku
1065,sakum, a   u  ,a,u,s,k,m,kum
1066,sakur, a   u  ,a,u,s,k,r,kur
1076,samu, a   u  ,a,u,s,m,,mu
1081,sanu, a   u  ,a,u,s,n,,nu
1096,saru, a   u  ,a,u,s,r,,ru
1104,sasup, a   u  ,a,u,s,s,p,sup
